STATE,HCODE,YEAR,MONTH,PIF,Reported Count
DIST. OF COL.,HO-W,2015,3,"20,138",484
DIST. OF COL.,HO-W,2015,4,"20,123",573
DIST. OF COL.,HO-W,2015,5,"20,094",656
DIST. OF COL.,HO-W,2015,6,"20,095",779
DIST. OF COL.,HO-W,2015,7,"20,065",917
DIST. OF COL.,HO-W,2015,8,"20,042","1,008"
DIST. OF COL.,HO-W,2015,9,"19,999","1,104"
FLORIDA,HO-W,2011,1,"479,183","2,631"
FLORIDA,HO-W,2011,2,"469,496","4,913"
FLORIDA,HO-W,2011,3,"458,210","7,405"
FLORIDA,HO-W,2011,4,"447,045","9,820"
FLORIDA,HO-W,2011,5,"436,396","12,183"
FLORIDA,HO-W,2011,6,"425,264","15,137"
FLORIDA,HO-W,2011,7,"414,984","17,838"
FLORIDA,HO-W,2011,8,"407,029","20,788"
FLORIDA,HO-W,2011,9,"400,402","23,365"
FLORIDA,HO-W,2011,10,"394,362","26,306"
FLORIDA,HO-W,2011,11,"387,673","28,395"
FLORIDA,HO-W,2011,12,"381,514","30,341"
FLORIDA,HO-W,2012,1,"374,173","1,948"
FLORIDA,HO-W,2012,2,"367,599","3,804"
FLORIDA,HO-W,2012,3,"361,256","5,678"
FLORIDA,HO-W,2012,4,"355,456","7,515"
FLORIDA,HO-W,2012,5,"349,988","9,571"
FLORIDA,HO-W,2012,6,"344,697","11,756"
FLORIDA,HO-W,2012,7,"339,973","14,057"
FLORIDA,HO-W,2012,8,"335,917","16,653"
FLORIDA,HO-W,2012,9,"332,635","18,515"
FLORIDA,HO-W,2012,10,"329,571","20,468"
FLORIDA,HO-W,2012,11,"327,009","22,017"
FLORIDA,HO-W,2012,12,"323,945","23,374"
FLORIDA,HO-W,2013,1,"321,558","1,649"
FLORIDA,HO-W,2013,2,"319,336","3,110"
FLORIDA,HO-W,2013,3,"316,965","4,758"
FLORIDA,HO-W,2013,4,"314,546","6,527"
FLORIDA,HO-W,2013,5,"312,277","8,386"
FLORIDA,HO-W,2013,6,"310,042","10,235"
FLORIDA,HO-W,2013,7,"307,492","12,340"
FLORIDA,HO-W,2013,8,"305,361","13,610"
FLORIDA,HO-W,2013,9,"303,315","15,140"
FLORIDA,HO-W,2013,10,"301,341","16,565"
FLORIDA,HO-W,2013,11,"299,662","17,873"
FLORIDA,HO-W,2013,12,"297,813","19,138"
FLORIDA,HO-W,2014,1,"296,195","1,510"
FLORIDA,HO-W,2014,2,"294,700","2,838"
FLORIDA,HO-W,2014,3,"293,434","4,291"
FLORIDA,HO-W,2014,4,"292,423","5,848"
FLORIDA,HO-W,2014,5,"291,283","7,476"
FLORIDA,HO-W,2014,6,"290,248","9,379"
FLORIDA,HO-W,2014,7,"289,069","11,287"
FLORIDA,HO-W,2014,8,"287,850","12,855"
FLORIDA,HO-W,2014,9,"286,607","14,509"
FLORIDA,HO-W,2014,10,"285,440","16,138"
FLORIDA,HO-W,2014,11,"284,457","17,452"
FLORIDA,HO-W,2014,12,"283,029","18,878"
FLORIDA,HO-W,2015,1,"281,826","1,400"
FLORIDA,HO-W,2015,2,"280,610","2,686"
FLORIDA,HO-W,2015,3,"279,259","4,156"
FLORIDA,HO-W,2015,4,"278,070","5,857"
FLORIDA,HO-W,2015,5,"277,094","7,389"
FLORIDA,HO-W,2015,6,"275,875","9,448"
FLORIDA,HO-W,2015,7,"274,796","11,066"
FLORIDA,HO-W,2015,8,"273,685","13,344"
FLORIDA,HO-W,2015,9,"272,708","15,204"
GEORGIA,HO-W,2011,1,"546,655","3,121"
GEORGIA,HO-W,2011,2,"545,806","6,000"
GEORGIA,HO-W,2011,3,"545,049","9,293"
GEORGIA,HO-W,2011,4,"544,623","11,890"
GEORGIA,HO-W,2011,5,"543,928","14,414"
GEORGIA,HO-W,2011,6,"543,460","17,841"
GEORGIA,HO-W,2011,7,"542,777","21,946"
GEORGIA,HO-W,2011,8,"542,349","26,212"
GEORGIA,HO-W,2011,9,"541,806","29,201"
GEORGIA,HO-W,2011,10,"541,085","32,005"
GEORGIA,HO-W,2011,11,"540,714","35,051"
GEORGIA,HO-W,2011,12,"540,636","38,002"
GEORGIA,HO-W,2012,1,"540,362","3,374"
GEORGIA,HO-W,2012,2,"540,063","6,564"
GEORGIA,HO-W,2012,3,"540,629","9,629"
GEORGIA,HO-W,2012,4,"540,907","12,135"
GEORGIA,HO-W,2012,5,"541,227","15,472"
GEORGIA,HO-W,2012,6,"542,137","18,912"
GEORGIA,HO-W,2012,7,"541,824","24,421"
GEORGIA,HO-W,2012,8,"541,617","29,119"
GEORGIA,HO-W,2012,9,"541,438","32,186"
GEORGIA,HO-W,2012,10,"541,787","36,044"
GEORGIA,HO-W,2012,11,"542,036","38,855"
GEORGIA,HO-W,2012,12,"541,921","41,635"
GEORGIA,HO-W,2013,1,"542,307","3,417"
GEORGIA,HO-W,2013,2,"542,827","6,444"
GEORGIA,HO-W,2013,3,"543,725","9,335"
GEORGIA,HO-W,2013,4,"544,736","12,586"
GEORGIA,HO-W,2013,5,"545,512","16,721"
GEORGIA,HO-W,2013,6,"546,068","19,505"
GEORGIA,HO-W,2013,7,"546,433","24,319"
GEORGIA,HO-W,2013,8,"546,352","28,617"
GEORGIA,HO-W,2013,9,"546,422","32,135"
GEORGIA,HO-W,2013,10,"546,752","35,220"
GEORGIA,HO-W,2013,11,"546,977","37,683"
GEORGIA,HO-W,2013,12,"547,238","40,657"
GEORGIA,HO-W,2014,1,"547,678","3,274"
GEORGIA,HO-W,2014,2,"548,248","6,110"
GEORGIA,HO-W,2014,3,"548,870","9,315"
GEORGIA,HO-W,2014,4,"549,831","12,682"
GEORGIA,HO-W,2014,5,"550,333","15,575"
GEORGIA,HO-W,2014,6,"550,849","19,536"
GEORGIA,HO-W,2014,7,"550,832","23,380"
GEORGIA,HO-W,2014,8,"550,810","27,281"
GEORGIA,HO-W,2014,9,"550,716","31,292"
GEORGIA,HO-W,2014,10,"550,344","34,803"
GEORGIA,HO-W,2014,11,"549,825","37,684"
GEORGIA,HO-W,2014,12,"549,119","40,996"
GEORGIA,HO-W,2015,1,"548,449","3,487"
GEORGIA,HO-W,2015,2,"548,257","5,783"
GEORGIA,HO-W,2015,3,"547,631","9,051"
GEORGIA,HO-W,2015,4,"547,472","13,552"
GEORGIA,HO-W,2015,5,"547,177","15,691"
GEORGIA,HO-W,2015,6,"546,607","20,300"
GEORGIA,HO-W,2015,7,"546,255","25,251"
GEORGIA,HO-W,2015,8,"545,417","29,804"
GEORGIA,HO-W,2015,9,"545,162","33,712"
HAWAII,HO-W,2011,1,"53,526",271
HAWAII,HO-W,2011,2,"53,551",403
HAWAII,HO-W,2011,3,"53,547",650
HAWAII,HO-W,2011,4,"53,594",809
HAWAII,HO-W,2011,5,"53,616",998
HAWAII,HO-W,2011,6,"53,615","1,169"
HAWAII,HO-W,2011,7,"53,621","1,315"
HAWAII,HO-W,2011,8,"53,606","1,485"
HAWAII,HO-W,2011,9,"53,623","1,630"
HAWAII,HO-W,2011,10,"53,615","1,768"
HAWAII,HO-W,2011,11,"53,655","1,913"
HAWAII,HO-W,2011,12,"53,649","2,082"
HAWAII,HO-W,2012,1,"53,670",144
HAWAII,HO-W,2012,2,"53,666",289
HAWAII,HO-W,2012,3,"53,673",698
HAWAII,HO-W,2012,4,"53,676",862
HAWAII,HO-W,2012,5,"53,687",982
HAWAII,HO-W,2012,6,"53,679","1,109"
HAWAII,HO-W,2012,7,"53,632","1,253"
HAWAII,HO-W,2012,8,"53,594","1,399"
HAWAII,HO-W,2012,9,"53,614","1,529"
HAWAII,HO-W,2012,10,"53,708","1,692"
HAWAII,HO-W,2012,11,"53,702","1,818"
HAWAII,HO-W,2012,12,"53,759","1,955"
HAWAII,HO-W,2013,1,"53,755",200
HAWAII,HO-W,2013,2,"53,759",420
HAWAII,HO-W,2013,3,"53,812",616
HAWAII,HO-W,2013,4,"53,831",778
HAWAII,HO-W,2013,5,"53,813","1,012"
HAWAII,HO-W,2013,6,"53,795","1,189"
HAWAII,HO-W,2013,7,"53,826","1,395"
HAWAII,HO-W,2013,8,"53,834","1,085"
HAWAII,HO-W,2013,9,"53,801","1,164"
HAWAII,HO-W,2013,10,"53,805","1,317"
HAWAII,HO-W,2013,11,"53,823","1,470"
HAWAII,HO-W,2013,12,"53,794","1,623"
HAWAII,HO-W,2014,1,"53,771",201
HAWAII,HO-W,2014,2,"53,772",356
HAWAII,HO-W,2014,3,"53,730",508
HAWAII,HO-W,2014,4,"53,714",661
HAWAII,HO-W,2014,5,"53,719",808
HAWAII,HO-W,2014,6,"53,731",954
HAWAII,HO-W,2014,7,"53,762","1,116"
HAWAII,HO-W,2014,8,"53,777","1,360"
HAWAII,HO-W,2014,9,"53,791","1,517"
HAWAII,HO-W,2014,10,"53,788","1,729"
HAWAII,HO-W,2014,11,"53,780","1,862"
HAWAII,HO-W,2014,12,"53,796","1,995"
HAWAII,HO-W,2015,1,"53,760",292
HAWAII,HO-W,2015,2,"53,745",695
HAWAII,HO-W,2015,3,"53,734",905
HAWAII,HO-W,2015,4,"53,734","1,078"
HAWAII,HO-W,2015,5,"53,731","1,217"
HAWAII,HO-W,2015,6,"53,739","1,377"
HAWAII,HO-W,2015,7,"53,664","1,546"
HAWAII,HO-W,2015,8,"53,654","1,751"
HAWAII,HO-W,2015,9,"53,631","1,997"
IDAHO,HO-W,2011,1,"58,605",260
IDAHO,HO-W,2011,2,"58,621",454
IDAHO,HO-W,2011,3,"58,622",686
IDAHO,HO-W,2011,4,"58,604",943
IDAHO,HO-W,2011,5,"58,583","1,207"
IDAHO,HO-W,2011,6,"58,575","1,488"
IDAHO,HO-W,2011,7,"58,584","1,781"
IDAHO,HO-W,2011,8,"58,592","2,064"
IDAHO,HO-W,2011,9,"58,590","2,307"
IDAHO,HO-W,2011,10,"58,583","2,519"
IDAHO,HO-W,2011,11,"58,610","2,737"
IDAHO,HO-W,2011,12,"58,682","2,917"
IDAHO,HO-W,2012,1,"58,691",229
IDAHO,HO-W,2012,2,"58,701",471
IDAHO,HO-W,2012,3,"58,782",718
IDAHO,HO-W,2012,4,"58,861",979
IDAHO,HO-W,2012,5,"58,909","1,229"
IDAHO,HO-W,2012,6,"58,930","1,567"
IDAHO,HO-W,2012,7,"58,964","1,926"
IDAHO,HO-W,2012,8,"59,027","2,189"
IDAHO,HO-W,2012,9,"59,030","2,375"
IDAHO,HO-W,2012,10,"59,148","2,617"
IDAHO,HO-W,2012,11,"59,185","2,812"
IDAHO,HO-W,2012,12,"59,341","3,021"
IDAHO,HO-W,2013,1,"59,396",293
IDAHO,HO-W,2013,2,"59,446",508
IDAHO,HO-W,2013,3,"59,574",704
IDAHO,HO-W,2013,4,"59,696",930
IDAHO,HO-W,2013,5,"59,856","1,155"
IDAHO,HO-W,2013,6,"59,946","1,395"
IDAHO,HO-W,2013,7,"60,160","1,658"
IDAHO,HO-W,2013,8,"60,249","1,973"
IDAHO,HO-W,2013,9,"60,357","2,237"
IDAHO,HO-W,2013,10,"60,412","2,494"
IDAHO,HO-W,2013,11,"60,509","2,696"
IDAHO,HO-W,2013,12,"60,527","2,971"
IDAHO,HO-W,2014,1,"60,566",220
IDAHO,HO-W,2014,2,"60,652",464
IDAHO,HO-W,2014,3,"60,748",885
IDAHO,HO-W,2014,4,"60,806","1,239"
IDAHO,HO-W,2014,5,"60,872","1,576"
IDAHO,HO-W,2014,6,"60,939","1,865"
IDAHO,HO-W,2014,7,"61,149","2,237"
IDAHO,HO-W,2014,8,"61,169","2,682"
IDAHO,HO-W,2014,9,"61,237","2,440"
IDAHO,HO-W,2014,10,"61,317","2,361"
IDAHO,HO-W,2014,11,"61,367","2,396"
IDAHO,HO-W,2014,12,"61,357","2,580"
IDAHO,HO-W,2015,1,"61,448",187
IDAHO,HO-W,2015,2,"61,534",357
IDAHO,HO-W,2015,3,"61,629",563
IDAHO,HO-W,2015,4,"61,769",833
IDAHO,HO-W,2015,5,"61,838","1,091"
IDAHO,HO-W,2015,6,"61,983","1,387"
IDAHO,HO-W,2015,7,"62,102","1,633"
IDAHO,HO-W,2015,8,"62,185","1,942"
IDAHO,HO-W,2015,9,"62,294","2,180"
ILLINOIS,HO-W,2011,1,"909,900","3,253"
ILLINOIS,HO-W,2011,2,"909,569","5,918"
ILLINOIS,HO-W,2011,3,"909,623","9,251"
ILLINOIS,HO-W,2011,4,"909,399","12,613"
ILLINOIS,HO-W,2011,5,"908,687","15,779"
ILLINOIS,HO-W,2011,6,"908,046","19,837"
ILLINOIS,HO-W,2011,7,"907,000","23,256"
ILLINOIS,HO-W,2011,8,"906,317","26,171"
ILLINOIS,HO-W,2011,9,"905,825","29,274"
ILLINOIS,HO-W,2011,10,"905,573","32,282"
ILLINOIS,HO-W,2011,11,"905,396","35,067"
ILLINOIS,HO-W,2011,12,"905,181","37,171"
ILLINOIS,HO-W,2012,1,"904,477","2,795"
ILLINOIS,HO-W,2012,2,"904,458","4,882"
ILLINOIS,HO-W,2012,3,"904,859","8,472"
ILLINOIS,HO-W,2012,4,"905,062","11,599"
ILLINOIS,HO-W,2012,5,"905,889","15,054"
ILLINOIS,HO-W,2012,6,"906,482","18,145"
ILLINOIS,HO-W,2012,7,"906,360","21,552"
ILLINOIS,HO-W,2012,8,"906,809","24,817"
ILLINOIS,HO-W,2012,9,"906,626","27,733"
ILLINOIS,HO-W,2012,10,"907,527","30,870"
ILLINOIS,HO-W,2012,11,"907,909","33,526"
ILLINOIS,HO-W,2012,12,"908,357","36,012"
ILLINOIS,HO-W,2013,1,"909,134","2,756"
ILLINOIS,HO-W,2013,2,"910,458","5,107"
ILLINOIS,HO-W,2013,3,"911,852","7,633"
ILLINOIS,HO-W,2013,4,"913,765","10,828"
ILLINOIS,HO-W,2013,5,"915,434","13,997"
ILLINOIS,HO-W,2013,6,"916,431","16,720"
ILLINOIS,HO-W,2013,7,"917,670","19,487"
ILLINOIS,HO-W,2013,8,"918,171","20,762"
ILLINOIS,HO-W,2013,9,"918,892","23,259"
ILLINOIS,HO-W,2013,10,"920,145","25,831"
ILLINOIS,HO-W,2013,11,"921,207","27,874"
ILLINOIS,HO-W,2013,12,"921,008","30,395"
ILLINOIS,HO-W,2014,1,"921,227","2,632"
ILLINOIS,HO-W,2014,2,"921,208","5,427"
ILLINOIS,HO-W,2014,3,"921,526","8,342"
ILLINOIS,HO-W,2014,4,"921,813","11,905"
ILLINOIS,HO-W,2014,5,"922,045","14,042"
ILLINOIS,HO-W,2014,6,"922,010","17,188"
ILLINOIS,HO-W,2014,7,"922,734","19,789"
ILLINOIS,HO-W,2014,8,"922,377","22,529"
ILLINOIS,HO-W,2014,9,"922,154","25,389"
ILLINOIS,HO-W,2014,10,"922,230","27,900"
ILLINOIS,HO-W,2014,11,"921,995","29,902"
ILLINOIS,HO-W,2014,12,"922,277","31,954"
ILLINOIS,HO-W,2015,1,"922,596","1,992"
ILLINOIS,HO-W,2015,2,"922,784","3,857"
ILLINOIS,HO-W,2015,3,"923,195","6,180"
ILLINOIS,HO-W,2015,4,"923,975","8,521"
ILLINOIS,HO-W,2015,5,"924,512","10,967"
ILLINOIS,HO-W,2015,6,"925,138","14,043"
ILLINOIS,HO-W,2015,7,"925,449","17,243"
ILLINOIS,HO-W,2015,8,"925,389","19,974"
ILLINOIS,HO-W,2015,9,"925,685","22,393"
INDIANA,HO-W,2011,1,"427,286","1,562"
INDIANA,HO-W,2011,2,"426,924","2,699"
INDIANA,HO-W,2011,3,"426,825","4,292"
INDIANA,HO-W,2011,4,"426,682","6,061"
INDIANA,HO-W,2011,5,"426,272","7,786"
INDIANA,HO-W,2011,6,"426,111","9,535"
INDIANA,HO-W,2011,7,"425,805","11,463"
INDIANA,HO-W,2011,8,"425,532","13,860"
INDIANA,HO-W,2011,9,"425,389","15,636"
INDIANA,HO-W,2011,10,"424,838","17,298"
INDIANA,HO-W,2011,11,"424,506","19,012"
INDIANA,HO-W,2011,12,"424,221","20,789"
INDIANA,HO-W,2012,1,"423,645","1,682"
INDIANA,HO-W,2012,2,"423,660","2,967"
INDIANA,HO-W,2012,3,"423,607","4,590"
INDIANA,HO-W,2012,4,"423,429","6,506"
INDIANA,HO-W,2012,5,"423,457","8,627"
INDIANA,HO-W,2012,6,"423,250","10,514"
INDIANA,HO-W,2012,7,"422,865","12,805"
INDIANA,HO-W,2012,8,"422,708","14,720"
INDIANA,HO-W,2012,9,"422,486","15,920"
INDIANA,HO-W,2012,10,"422,174","17,614"
INDIANA,HO-W,2012,11,"421,974","19,097"
INDIANA,HO-W,2012,12,"421,854","20,465"
INDIANA,HO-W,2013,1,"421,621","1,883"
INDIANA,HO-W,2013,2,"421,855","3,571"
INDIANA,HO-W,2013,3,"422,337","4,936"
INDIANA,HO-W,2013,4,"422,928","5,904"
INDIANA,HO-W,2013,5,"423,441","7,487"
INDIANA,HO-W,2013,6,"424,005","9,342"
INDIANA,HO-W,2013,7,"424,127","11,237"
INDIANA,HO-W,2013,8,"424,101","12,796"
INDIANA,HO-W,2013,9,"424,310","14,410"
INDIANA,HO-W,2013,10,"424,406","15,863"
INDIANA,HO-W,2013,11,"424,447","17,396"
INDIANA,HO-W,2013,12,"424,526","18,608"
INDIANA,HO-W,2014,1,"424,327","1,389"
INDIANA,HO-W,2014,2,"424,292","3,083"
INDIANA,HO-W,2014,3,"424,147","4,525"
INDIANA,HO-W,2014,4,"424,380","6,524"
INDIANA,HO-W,2014,5,"424,600","7,943"
INDIANA,HO-W,2014,6,"424,683","9,726"
INDIANA,HO-W,2014,7,"424,896","11,318"
INDIANA,HO-W,2014,8,"424,895","13,308"
INDIANA,HO-W,2014,9,"424,688","15,181"
INDIANA,HO-W,2014,10,"424,335","16,783"
INDIANA,HO-W,2014,11,"424,293","18,197"
INDIANA,HO-W,2014,12,"424,052","19,466"
INDIANA,HO-W,2015,1,"423,867","1,310"
INDIANA,HO-W,2015,2,"423,767","2,516"
INDIANA,HO-W,2015,3,"423,774","4,001"
INDIANA,HO-W,2015,4,"423,859","5,518"
INDIANA,HO-W,2015,5,"423,800","6,925"
INDIANA,HO-W,2015,6,"423,815","9,428"
INDIANA,HO-W,2015,7,"423,921","11,544"
INDIANA,HO-W,2015,8,"423,673","12,110"
INDIANA,HO-W,2015,9,"423,335","13,602"
IOWA,HO-W,2011,1,"161,811",454
IOWA,HO-W,2011,2,"161,651",895
IOWA,HO-W,2011,3,"161,530","1,647"
IOWA,HO-W,2011,4,"161,405","1,994"
IOWA,HO-W,2011,5,"161,308","2,702"
IOWA,HO-W,2011,6,"161,190","4,136"
IOWA,HO-W,2011,7,"161,043","5,112"
IOWA,HO-W,2011,8,"160,886","6,257"
IOWA,HO-W,2011,9,"160,692","6,945"
IOWA,HO-W,2011,10,"160,589","7,447"
IOWA,HO-W,2011,11,"160,347","7,896"
IOWA,HO-W,2011,12,"160,295","8,285"
IOWA,HO-W,2012,1,"160,098",391
IOWA,HO-W,2012,2,"160,114",740
IOWA,HO-W,2012,3,"160,055","1,220"
IOWA,HO-W,2012,4,"160,087","1,797"
IOWA,HO-W,2012,5,"160,220","2,678"
IOWA,HO-W,2012,6,"160,397","3,413"
IOWA,HO-W,2012,7,"160,277","4,237"
IOWA,HO-W,2012,8,"160,399","5,261"
IOWA,HO-W,2012,9,"160,386","5,903"
IOWA,HO-W,2012,10,"160,411","6,433"
IOWA,HO-W,2012,11,"160,396","6,809"
IOWA,HO-W,2012,12,"160,432","7,215"
IOWA,HO-W,2013,1,"160,535",416
IOWA,HO-W,2013,2,"160,674",731
IOWA,HO-W,2013,3,"160,963","1,191"
IOWA,HO-W,2013,4,"161,205","2,490"
IOWA,HO-W,2013,5,"161,537","3,942"
IOWA,HO-W,2013,6,"161,757","5,170"
IOWA,HO-W,2013,7,"161,902","5,984"
IOWA,HO-W,2013,8,"162,068","6,594"
IOWA,HO-W,2013,9,"162,252","7,500"
IOWA,HO-W,2013,10,"162,447","8,287"
IOWA,HO-W,2013,11,"162,628","8,094"
IOWA,HO-W,2013,12,"162,884","8,502"
IOWA,HO-W,2014,1,"162,949",691
IOWA,HO-W,2014,2,"163,107","1,147"
IOWA,HO-W,2014,3,"163,241","1,645"
IOWA,HO-W,2014,4,"163,460","2,941"
IOWA,HO-W,2014,5,"163,657","4,078"
IOWA,HO-W,2014,6,"164,001","5,161"
IOWA,HO-W,2014,7,"164,282","5,827"
IOWA,HO-W,2014,8,"164,548","6,525"
IOWA,HO-W,2014,9,"164,716","7,611"
IOWA,HO-W,2014,10,"164,879","8,150"
IOWA,HO-W,2014,11,"164,969","8,422"
IOWA,HO-W,2014,12,"165,138","8,770"
IOWA,HO-W,2015,1,"165,176",378
IOWA,HO-W,2015,2,"165,171",729
IOWA,HO-W,2015,3,"165,231","1,123"
IOWA,HO-W,2015,4,"165,423","1,777"
IOWA,HO-W,2015,5,"165,547","2,467"
IOWA,HO-W,2015,6,"165,685","3,622"
IOWA,HO-W,2015,7,"165,753","4,830"
IOWA,HO-W,2015,8,"165,965","5,699"
IOWA,HO-W,2015,9,"166,091","6,413"
KANSAS,HO-W,2011,1,"149,433",463
KANSAS,HO-W,2011,2,"149,248","1,085"
KANSAS,HO-W,2011,3,"149,144","2,055"
KANSAS,HO-W,2011,4,"148,890","2,455"
KANSAS,HO-W,2011,5,"148,636","3,082"
KANSAS,HO-W,2011,6,"148,453","4,065"
KANSAS,HO-W,2011,7,"148,200","5,010"
KANSAS,HO-W,2011,8,"147,878","5,960"
KANSAS,HO-W,2011,9,"147,640","6,573"
KANSAS,HO-W,2011,10,"147,410","7,160"
KANSAS,HO-W,2011,11,"147,213","7,662"
KANSAS,HO-W,2011,12,"147,086","8,127"
KANSAS,HO-W,2012,1,"146,775",484
KANSAS,HO-W,2012,2,"146,564",958
KANSAS,HO-W,2012,3,"146,448","1,582"
KANSAS,HO-W,2012,4,"146,340","2,427"
KANSAS,HO-W,2012,5,"146,238","3,492"
KANSAS,HO-W,2012,6,"146,125","4,230"
KANSAS,HO-W,2012,7,"146,034","4,921"
KANSAS,HO-W,2012,8,"146,009","5,643"
KANSAS,HO-W,2012,9,"145,667","6,445"
KANSAS,HO-W,2012,10,"145,463","7,038"
KANSAS,HO-W,2012,11,"145,270","7,549"
KANSAS,HO-W,2012,12,"145,305","8,014"
KANSAS,HO-W,2013,1,"145,088",465
KANSAS,HO-W,2013,2,"145,034",921
KANSAS,HO-W,2013,3,"145,002","1,437"
KANSAS,HO-W,2013,4,"144,976","2,186"
KANSAS,HO-W,2013,5,"145,023","2,951"
KANSAS,HO-W,2013,6,"144,907","3,742"
KANSAS,HO-W,2013,7,"145,010","4,576"
KANSAS,HO-W,2013,8,"144,856","5,437"
KANSAS,HO-W,2013,9,"144,670","6,155"
KANSAS,HO-W,2013,10,"144,561","6,636"
KANSAS,HO-W,2013,11,"144,499","7,067"
KANSAS,HO-W,2013,12,"144,433","7,442"
KANSAS,HO-W,2014,1,"144,344",704
KANSAS,HO-W,2014,2,"144,240","1,318"
KANSAS,HO-W,2014,3,"144,113","1,891"
KANSAS,HO-W,2014,4,"144,057","2,775"
KANSAS,HO-W,2014,5,"144,027","3,650"
KANSAS,HO-W,2014,6,"143,987","4,781"
KANSAS,HO-W,2014,7,"143,892","5,667"
KANSAS,HO-W,2014,8,"143,679","6,270"
KANSAS,HO-W,2014,9,"143,497","6,930"
KANSAS,HO-W,2014,10,"143,356","7,843"
KANSAS,HO-W,2014,11,"143,204","8,220"
KANSAS,HO-W,2014,12,"143,093","8,591"
KANSAS,HO-W,2015,1,"142,934",409
KANSAS,HO-W,2015,2,"142,849",742
KANSAS,HO-W,2015,3,"142,793","1,108"
KANSAS,HO-W,2015,4,"142,811","1,778"
KANSAS,HO-W,2015,5,"142,734","2,672"
KANSAS,HO-W,2015,6,"142,539","4,218"
KANSAS,HO-W,2015,7,"142,388","4,838"
KANSAS,HO-W,2015,8,"142,281","5,678"
KANSAS,HO-W,2015,9,"142,125","6,547"
KENTUCKY,HO-W,2011,1,"199,844",886
KENTUCKY,HO-W,2011,2,"199,509","1,898"
KENTUCKY,HO-W,2011,3,"199,185","2,876"
KENTUCKY,HO-W,2011,4,"198,881","4,143"
KENTUCKY,HO-W,2011,5,"198,583","5,178"
KENTUCKY,HO-W,2011,6,"198,173","6,633"
KENTUCKY,HO-W,2011,7,"197,610","8,253"
KENTUCKY,HO-W,2011,8,"197,155","9,650"
KENTUCKY,HO-W,2011,9,"196,493","10,720"
KENTUCKY,HO-W,2011,10,"196,027","11,642"
KENTUCKY,HO-W,2011,11,"195,478","12,536"
KENTUCKY,HO-W,2011,12,"195,396","13,592"
KENTUCKY,HO-W,2012,1,"195,165","1,060"
KENTUCKY,HO-W,2012,2,"194,991","1,982"
KENTUCKY,HO-W,2012,3,"195,016","2,876"
KENTUCKY,HO-W,2012,4,"195,136","3,731"
KENTUCKY,HO-W,2012,5,"195,064","4,664"
KENTUCKY,HO-W,2012,6,"195,133","5,364"
KENTUCKY,HO-W,2012,7,"195,125","6,664"
KENTUCKY,HO-W,2012,8,"195,095","7,905"
KENTUCKY,HO-W,2012,9,"195,059","8,797"
KENTUCKY,HO-W,2012,10,"194,954","9,618"
KENTUCKY,HO-W,2012,11,"195,100","10,241"
KENTUCKY,HO-W,2012,12,"195,127","10,999"
KENTUCKY,HO-W,2013,1,"195,251","1,096"
KENTUCKY,HO-W,2013,2,"195,518","2,026"
KENTUCKY,HO-W,2013,3,"195,913","2,882"
KENTUCKY,HO-W,2013,4,"196,249","3,940"
KENTUCKY,HO-W,2013,5,"196,681","5,042"
KENTUCKY,HO-W,2013,6,"197,113","6,193"
KENTUCKY,HO-W,2013,7,"197,395","7,760"
KENTUCKY,HO-W,2013,8,"197,608","8,882"
KENTUCKY,HO-W,2013,9,"197,917","9,599"
KENTUCKY,HO-W,2013,10,"198,351","10,600"
KENTUCKY,HO-W,2013,11,"198,685","11,617"
KENTUCKY,HO-W,2013,12,"199,038","12,331"
KENTUCKY,HO-W,2014,1,"199,342",836
KENTUCKY,HO-W,2014,2,"199,595","1,904"
KENTUCKY,HO-W,2014,3,"199,762","2,897"
KENTUCKY,HO-W,2014,4,"200,264","4,108"
KENTUCKY,HO-W,2014,5,"200,652","5,476"
KENTUCKY,HO-W,2014,6,"200,924","6,801"
KENTUCKY,HO-W,2014,7,"201,287","8,032"
KENTUCKY,HO-W,2014,8,"201,529","9,069"
KENTUCKY,HO-W,2014,9,"201,725","10,059"
KENTUCKY,HO-W,2014,10,"202,013","10,433"
KENTUCKY,HO-W,2014,11,"202,316","11,004"
KENTUCKY,HO-W,2014,12,"202,479","11,673"
KENTUCKY,HO-W,2015,1,"202,554",620
KENTUCKY,HO-W,2015,2,"202,594","1,256"
KENTUCKY,HO-W,2015,3,"202,774","2,345"
KENTUCKY,HO-W,2015,4,"203,068","3,499"
KENTUCKY,HO-W,2015,5,"203,240","4,155"
KENTUCKY,HO-W,2015,6,"203,408","5,172"
KENTUCKY,HO-W,2015,7,"203,588","6,611"
KENTUCKY,HO-W,2015,8,"203,842","7,597"
KENTUCKY,HO-W,2015,9,"203,876","8,284"
LOUISIANA,HO-W,2011,1,"257,097","1,386"
LOUISIANA,HO-W,2011,2,"256,998","2,624"
LOUISIANA,HO-W,2011,3,"257,114","4,059"
LOUISIANA,HO-W,2011,4,"256,904","5,337"
LOUISIANA,HO-W,2011,5,"256,808","6,615"
LOUISIANA,HO-W,2011,6,"256,642","8,611"
LOUISIANA,HO-W,2011,7,"256,484","10,337"
LOUISIANA,HO-W,2011,8,"256,240","12,523"
LOUISIANA,HO-W,2011,9,"256,241","14,127"
LOUISIANA,HO-W,2011,10,"256,194","15,875"
LOUISIANA,HO-W,2011,11,"256,164","16,653"
LOUISIANA,HO-W,2011,12,"256,116","17,824"
